"date";"stockPrice";"stockVolume"
"2016-11-04";122,029999;5077700
"2016-11-07";124,580002;5827100
"2016-11-08";124,339996;4690800
"2016-11-09";122,190002;7705700
"2016-11-10";115,419998;19718700
"2016-11-11";114,779999;11080300
"2016-11-14";113,379997;9932400
"2016-11-15";113,589996;7445100
"2016-11-16";115,190002;5933700
"2016-11-17";115,029999;6232700
"2016-11-18";115,209999;6746800
"2016-11-21";117,959999;7064500
"2016-11-22";118,040001;7007200
"2016-11-23";117,690002;4521300
"2016-11-25";117,410004;1616300
"2016-11-28";116,93;5278900
"2016-11-29";117,510002;7082300
"2016-11-30";117;7715100
"2016-12-01";117,220001;8636900
"2016-12-02";120,809998;8953600
"2016-12-05";119,160004;7626300
"2016-12-06";124,57;11513200
"2016-12-07";125,389999;8204700
"2016-12-08";123,239998;8987700
"2016-12-09";122,879997;4700800
"2016-12-12";122,830002;3917600
"2016-12-13";123,779999;5564500
"2016-12-14";123,440002;6110300
"2016-12-15";125;7376200
"2016-12-16";124,220001;7868000
"2016-12-19";125,449997;4867300
"2016-12-20";125,120003;3937800
"2016-12-21";126,5;6514800
"2016-12-22";125,580002;4160700
"2016-12-23";125,589996;2010400
"2016-12-27";128,350006;5288200
"2016-12-28";125,889999;4389200
"2016-12-29";125,330002;3445100
"2016-12-30";123,800003;4455400
"2017-01-03";127,489998;9437900
"2017-01-04";129,410004;7843600
"2017-01-05";131,809998;10185500
"2017-01-06";131,070007;10657900
"2017-01-09";130,949997;5771800
"2017-01-10";129,889999;5985800
"2017-01-11";130,5;5615100
"2017-01-12";129,179993;5388900
"2017-01-13";133,699997;10515000
"2017-01-17";132,889999;12220200
"2017-01-18";133,259995;16168600
"2017-01-19";138,410004;23203400
"2017-01-20";138,600006;9497400
"2017-01-23";137,389999;7433900
"2017-01-24";140,110001;7754700
"2017-01-25";139,520004;7238100
"2017-01-26";138,960007;6038300
"2017-01-27";142,449997;8323900
"2017-01-30";141,220001;8122500
"2017-01-31";140,710007;4411600
"2017-02-01";140,779999;6033400
"2017-02-02";139,199997;3462400
"2017-02-03";140,25;3512600
"2017-02-06";140,970001;3552100
"2017-02-07";144;8573500
"2017-02-08";144,740005;6887100
"2017-02-09";144,139999;4555100
"2017-02-10";144,820007;6171900
"2017-02-13";143,199997;4790400
"2017-02-14";140,820007;8367800
"2017-02-15";142,270004;5309100
"2017-02-16";142,009995;2847500
"2017-02-17";142,220001;4588100
"2017-02-21";142,600006;3571500
"2017-02-22";143,860001;3482000
"2017-02-23";142,779999;4668000
"2017-02-24";143,25;3302700
"2017-02-27";143,410004;3907400
"2017-02-28";142,130005;3862200
"2017-03-01";142,649994;4170600
"2017-03-02";139,529999;6119900
"2017-03-03";139,139999;5399800
"2017-03-06";141,940002;7116100
"2017-03-07";141,429993;4241000
"2017-03-08";140,320007;4085500
"2017-03-09";140,529999;2652700
"2017-03-10";140,889999;3318500
"2017-03-13";143,520004;4922400
"2017-03-14";143,190002;4660300
"2017-03-15";145,25;5987200
"2017-03-16";144,389999;5286500
"2017-03-17";145,110001;6281300
"2017-03-20";145,830002;3421000
"2017-03-21";142,419998;7669800
"2017-03-22";142,649994;6486900
"2017-03-23";141,839996;3712600
"2017-03-24";142,020004;3546600
"2017-03-27";144,059998;4771700
"2017-03-28";145,169998;4638000
"2017-03-29";146,470001;3855000
"2017-03-30";148,059998;4461100
"2017-03-31";147,809998;3888200
"2017-04-03";146,919998;4609300
"2017-04-04";145,5;4368900
"2017-04-05";143,619995;4607600
"2017-04-06";143,740005;3312400
"2017-04-07";143,110001;3040500
"2017-04-10";143,850006;5807400
"2017-04-11";144,350006;4621500
"2017-04-12";143,830002;4387000
"2017-04-13";142,919998;3685800
"2017-04-17";147,25;16364700
"2017-04-18";143,360001;19671000
"2017-04-19";139,759995;12395100
"2017-04-20";141,179993;7248200
"2017-04-21";142,869995;6824800
"2017-04-24";143,830002;4800900
"2017-04-25";152,160004;20674200
"2017-04-26";150,169998;9274100
"2017-04-27";153,080002;7719400
"2017-04-28";152,199997;6366200
"2017-05-01";155,350006;9031600
"2017-05-02";156,449997;5384800
"2017-05-03";155,589996;3931200
"2017-05-04";157,25;5582300
"2017-05-05";156,600006;5341700
"2017-05-08";156,380005;4818800
"2017-05-09";157,460007;3911000
"2017-05-10";160,279999;6869900
"2017-05-11";158,539993;5677400
"2017-05-12";160,809998;5092900
"2017-05-15";160,020004;4972000
"2017-05-16";159,410004;3464900
"2017-05-17";153,199997;8184500
"2017-05-18";155,699997;6802700
"2017-05-19";157,020004;4091500
"2017-05-22";157,160004;3744100
"2017-05-23";157,949997;3370900
"2017-05-24";157,75;2970800
"2017-05-25";163,050003;8561000
"2017-05-26";162,429993;4834300
"2017-05-30";163,220001;4828600
"2017-05-31";163,070007;5328900
"2017-06-01";162,990005;3896300
"2017-06-02";165,179993;4259100
"2017-06-05";165,059998;3875200
"2017-06-06";165,169998;4382100
"2017-06-07";165,610001;3353100
"2017-06-08";165,880005;3719100
"2017-06-09";158,029999;10292000
"2017-06-12";151,440002;14114500
"2017-06-13";152,720001;8484700
"2017-06-14";152,199997;6461800
"2017-06-15";151,759995;7319700
"2017-06-16";152,380005;6909700
"2017-06-19";153,399994;6544300
"2017-06-20";152,050003;4878700
"2017-06-21";155,029999;5803400
"2017-06-22";154,889999;3769200
"2017-06-23";158,020004;6250800
"2017-06-26";157,5;6016000
"2017-06-27";151,029999;7424300
"2017-06-28";153,410004;5589900
"2017-06-29";150,089996;7142500
"2017-06-30";149,410004;5213300
"2017-07-03";146,169998;3908200
"2017-07-05";147,610001;4627800
"2017-07-06";146,25;5486500
"2017-07-07";150,179993;5561300
"2017-07-10";152,669998;5360600
"2017-07-11";154,330002;4898600
"2017-07-12";158,75;8481800
"2017-07-13";158,210007;6700100
"2017-07-14";161,119995;5549200
"2017-07-17";161,699997;17496700
"2017-07-18";183,600006;41587400
"2017-07-19";183,860001;17344300
"2017-07-20";183,600006;7907200
"2017-07-21";188,539993;9277400
"2017-07-24";187,910004;8797300
"2017-07-25";186,970001;5374500
"2017-07-26";189,080002;4479300
"2017-07-27";182,679993;11221000
"2017-07-28";184,039993;6201900
"2017-07-31";181,660004;4883600
"2017-08-01";182,029999;5112700
"2017-08-02";180,740005;5771300
"2017-08-03";179,229996;4627700
"2017-08-04";180,270004;4491100
"2017-08-07";181,330002;4609800
"2017-08-08";178,360001;6104000
"2017-08-09";175,779999;9670500
"2017-08-10";169,139999;9693100
"2017-08-11";171,399994;5022300
"2017-08-14";171;7468400
"2017-08-15";168,5;5656100
"2017-08-16";169,979996;7013600
"2017-08-17";166,089996;5229200
"2017-08-18";166,539993;7385700
"2017-08-21";166,759995;6480700
"2017-08-22";169,339996;4886300
"2017-08-23";169,059998;4632300
"2017-08-24";168,130005;5361700
"2017-08-25";165,949997;4064000
"2017-08-28";167,119995;3657300
"2017-08-29";168,809998;4620900
"2017-08-30";174,690002;8034700
"2017-08-31";174,710007;6941000
"2017-09-01";174,740005;3813000
"2017-09-05";174,520004;4589500
"2017-09-06";179,25;8742600
"2017-09-07";179;6036100
"2017-09-08";176,419998;4590800
"2017-09-11";181,740005;5979400
"2017-09-12";185,149994;6689600
"2017-09-13";183,639999;4320300
"2017-09-14";182,630005;4510700
"2017-09-15";182,350006;5591700
"2017-09-18";184,619995;5359600
"2017-09-19";185,679993;4982100
"2017-09-20";185,509995;4625000
"2017-09-21";188,779999;7148100
"2017-09-22";187,350006;5464300
"2017-09-25";178,550003;9367200
"2017-09-26";179,380005;5602500
"2017-09-27";181,970001;5710500
"2017-09-28";180,699997;4077000
"2017-09-29";181,350006;4227900
"2017-10-02";177,009995;7342000
"2017-10-03";179,190002;3956900
"2017-10-04";184,449997;9235900
"2017-10-05";194,389999;19412700
"2017-10-06";198,020004;15348400
"2017-10-09";196,869995;6971700
"2017-10-10";195,080002;6233800
"2017-10-11";194,949997;6450200
"2017-10-12";195,860001;7753300
"2017-10-13";199,490005;12081300
"2017-10-16";202,679993;22105400
"2017-10-17";199,479996;23900100
"2017-10-18";195,539993;11198900
"2017-10-19";195,130005;7034600
"2017-10-20";194,160004;5995600
"2017-10-23";192,470001;6980000
"2017-10-24";196,020004;7069100
"2017-10-25";193,770004;5315300
"2017-10-26";195,210007;5185800
"2017-10-27";199,539993;8128600
"2017-10-30";198,369995;5439600
"2017-10-31";196,429993;5518600
"2017-11-01";198;5017400
"2017-11-02";199,320007;3606300
"2017-11-03";200,009995;3678800
"2017-11-06";200,130005;5846600
"2017-11-07";195,889999;6468000
"2017-11-08";196,440002;4237400
"2017-11-09";193,899994;5979900
"2017-11-10";192,020004;6622200
"2017-11-13";195,080002;4607000
"2017-11-14";195,710007;3450500
"2017-11-15";192,119995;4203100
"2017-11-16";195,509995;5678400
"2017-11-17";193,199997;3906300
"2017-11-20";194,100006;3827500
"2017-11-21";196,229996;4787300
"2017-11-22";196,320007;5895400
"2017-11-24";195,75;2160500
"2017-11-27";195,050003;3210100
"2017-11-28";199,179993;6981100
"2017-11-29";188,149994;14202700
"2017-11-30";187,580002;6630100
"2017-12-01";186,820007;6219500
"2017-12-04";184,039993;9069800
"2017-12-05";184,210007;5783700
"2017-12-06";185,300003;5490100
"2017-12-07";185,199997;4659500
"2017-12-08";188,539993;4987300
"2017-12-11";186,220001;5298600
"2017-12-12";185,729996;4265900
"2017-12-13";187,860001;4710000
"2017-12-14";189,559998;7792800
"2017-12-15";190,119995;7285600
"2017-12-18";190,419998;5011000
"2017-12-19";187,020004;7033000
"2017-12-20";188,820007;6545400
"2017-12-21";188,619995;4729800
"2017-12-22";189,940002;3878900
"2017-12-26";187,759995;3045700
"2017-12-27";186,240005;4002100
"2017-12-28";192,710007;10107400
"2017-12-29";191,960007;5187600
"2018-01-02";201,070007;10966900
"2018-01-03";205,050003;8591400
"2018-01-04";205,630005;6029600
"2018-01-05";209,990005;7033200
"2018-01-08";212,050003;5580200
"2018-01-09";209,309998;6125900
"2018-01-10";212,520004;5951500
"2018-01-11";217,240005;7659500
"2018-01-12";221,229996;8199400
"2018-01-16";221,529999;13516100
"2018-01-17";217,5;9123100
"2018-01-18";220,330002;8225300
"2018-01-19";220,460007;10548600
"2018-01-22";227,580002;17703300
"2018-01-23";250,289993;27705300
"2018-01-24";261,299988;17352400
"2018-01-25";269,700012;15336400
"2018-01-26";274,600006;11021800
"2018-01-29";284,589996;17529700
"2018-01-30";278,799988;12482900
"2018-01-31";270,299988;11695100
"2018-02-01";265,070007;9669000
"2018-02-02";267,429993;9123600
"2018-02-05";254,259995;11896100
"2018-02-06";265,720001;12595800
"2018-02-07";264,559998;8981500
"2018-02-08";250,100006;9306700
"2018-02-09";249,470001;16906900
"2018-02-12";257,950012;8534900
"2018-02-13";258,269989;6855200
"2018-02-14";266;10972000
"2018-02-15";280,269989;10759700
"2018-02-16";278,519989;8312400
"2018-02-20";278,549988;7769000
"2018-02-21";281,040009;9371100
"2018-02-22";278,140015;8891500
"2018-02-23";285,929993;7301800
"2018-02-26";294,160004;10268600
"2018-02-27";290,609985;9416500
"2018-02-28";291,380005;7653500
"2018-03-01";290,390015;11932100
"2018-03-02";301,049988;13345300
"2018-03-05";315;18986100
"2018-03-06";325,220001;18525800
"2018-03-07";321,160004;17132200
"2018-03-08";317;11340100
"2018-03-09";331,440002;14500200
"2018-03-12";321,299988;20369200
"2018-03-13";315,880005;12917200
"2018-03-14";321,549988;10475100
"2018-03-15";321,089996;5642900
"2018-03-16";318,450012;7333700
"2018-03-19";313,480011;9925200
"2018-03-20";317,5;5991900
"2018-03-21";316,480011;5263900
"2018-03-22";306,700012;8063300
"2018-03-23";300,940002;9529900
"2018-03-26";320,350006;11988300
"2018-03-27";300,690002;12068600
"2018-03-28";285,769989;18972900
"2018-03-29";295,350006;19145500
"2018-04-02";280,290009;13405800
"2018-04-03";283,670013;12694900
"2018-04-04";288,940002;12914000
"2018-04-05";293,970001;10655200
"2018-04-06";288,850006;11444800
"2018-04-09";289,929993;9853600
"2018-04-10";298,070007;10660500
"2018-04-11";303,670013;14877400
"2018-04-12";309,25;10249400
"2018-04-13";311,649994;12046600
"2018-04-16";307,779999;20307900
"2018-04-17";336,059998;33866500
"2018-04-18";334,519989;11221100
"2018-04-19";332,700012;8438800
"2018-04-20";327,769989;9158700
"2018-04-23";318,690002;8968000
"2018-04-24";307,019989;13893200
"2018-04-25";305,76001;14919700
"2018-04-26";313,980011;9266700
"2018-04-27";311,76001;7074400
"2018-04-30";312,459991;6088800
"2018-05-01";313,299988;6036600
"2018-05-02";313,359985;5697100
"2018-05-03";311,690002;6135800
"2018-05-04";320,089996;8209500
"2018-05-07";326,26001;7117800
"2018-05-08";326,890015;4735700
"2018-05-09";330,299988;5633400
"2018-05-10";329,600006;5302300
"2018-05-11";326,459991;4589700
"2018-05-14";328,529999;4089800
"2018-05-15";326,130005;4746100
"2018-05-16";328,190002;3671700
"2018-05-17";325,220001;4935700
"2018-05-18";324,179993;3577700
"2018-05-21";331,820007;6657300
"2018-05-22";331,619995;5964400
"2018-05-23";344,720001;10049100
"2018-05-24";349,290009;14758600
"2018-05-25";351,290009;7817400
"2018-05-29";349,730011;9717900
"2018-05-30";353,540009;5685500
"2018-05-31";351,600006;6921700
"2018-06-01";359,929993;7112300
"2018-06-04";361,809998;7682000
"2018-06-05";365,799988;8358000
"2018-06-06";367,450012;7712300
"2018-06-07";361,399994;8278000
"2018-06-08";360,570007;5225700
"2018-06-11";361,450012;4432400
"2018-06-12";363,829987;4291000
"2018-06-13";379,929993;18222800
"2018-06-14";392,869995;14598300
"2018-06-15";391,980011;13588100
"2018-06-18";390,399994;6824800
"2018-06-19";404,980011;16697100
"2018-06-20";416,76001;16494600
"2018-06-21";415,440002;18389900
"2018-06-22";411,089996;10428600
"2018-06-25";384,480011;22490900
"2018-06-26";399,390015;15191200
"2018-06-27";390,390015;16541400
"2018-06-28";395,420013;12219900
"2018-06-29";391,429993;9252500
"2018-07-02";398,179993;8142500
"2018-07-03";390,519989;5280300
"2018-07-05";398,390015;8448900
"2018-07-06";408,25;8629600
"2018-07-09";418,970001;11127500
"2018-07-10";415,630005;9382900
"2018-07-11";418,649994;9713900
"2018-07-12";413,5;12743300
"2018-07-13";395,799988;15719000
"2018-07-16";400,480011;22960000
"2018-07-17";379,480011;58410400
"2018-07-18";375,130005;21746300
"2018-07-19";364,230011;16878700
"2018-07-20";361,049988;15096700
"2018-07-23";362,660004;11505200
"2018-07-24";357,320007;12851500
"2018-07-25";362,869995;8467800
"2018-07-26";363,089996;6993700
"2018-07-27";355,209991;8949500
"2018-07-30";334,959991;18260700
"2018-07-31";337,450012;14085400
"2018-08-01";338,380005;7790500
"2018-08-02";344,5;7131300
"2018-08-03";343,089996;8848400
"2018-08-06";350,920013;8198100
"2018-08-07";351,829987;7970900
"2018-08-08";347,609985;5394700
"2018-08-09";349,359985;4820300
"2018-08-10";345,869995;4328400
"2018-08-13";341,309998;6888900
"2018-08-14";337,48999;5805200
"2018-08-15";326,399994;11784500
"2018-08-16";322,440002;6689700
"2018-08-17";316,779999;10407900
"2018-08-20";327,730011;13591100
"2018-08-21";338,019989;14783200
"2018-08-22";344,440002;8930700
"2018-08-23";339,170013;11336400
"2018-08-24";358,820007;14729100
"2018-08-27";364,579987;17427300
"2018-08-28";368,48999;9222600
"2018-08-29";368,040009;8118700
"2018-08-30";370,980011;10981000
"2018-08-31";367,679993;7943400
"2018-09-04";363,600006;7605200
"2018-09-05";341,179993;13092800
"2018-09-06";346,459991;13050200
"2018-09-07";348,679993;9105800
"2018-09-10";348,410004;5752200
"2018-09-11";355,929993;6198100
"2018-09-12";369,950012;10480800
"2018-09-13";368,149994;8366100
"2018-09-14";364,559998;4756400
"2018-09-17";350,350006;7071900
"2018-09-18";367,649994;10414000
"2018-09-19";366,959991;11876800
"2018-09-20";365,359985;6768100
"2018-09-21";361,190002;11930600
"2018-09-24";369,609985;9322500
"2018-09-25";369,429993;6799800
"2018-09-26";377,880005;13799700
"2018-09-27";380,709991;7326200
"2018-09-28";374,130005;7114900
"2018-10-01";381,429993;8376600
"2018-10-02";377,140015;8638700
"2018-10-03";377,049988;5798600
"2018-10-04";363,649994;9074400
"2018-10-05";351,350006;13523000
"2018-10-08";349,100006;12375500
"2018-10-09";355,709991;8755000
"2018-10-10";325,890015;17183100
"2018-10-11";321,100006;16082100
"2018-10-12";339,559998;14870800
"2018-10-15";333,130005;11215000
"2018-10-16";346,399994;20156400
"2018-10-17";364,700012;32610900
"2018-10-18";346,709991;18461000
"2018-10-19";332,670013;16717200
"2018-10-22";329,540009;17097200
"2018-10-23";333,160004;14907300
"2018-10-24";301,829987;19039300
"2018-10-25";312,869995;13346900
"2018-10-26";299,829987;19616000
"2018-10-29";284,839996;21698800
"2018-10-30";285,809998;23685700
"2018-10-31";301,779999;20360300
"2018-11-01";317,380005;15121500
"2018-11-02";309,100006;13404600
"2018-11-05";315,440002;10283000
"2018-11-06";310,839996;9710400
"2018-11-07";327,5;13328300
"2018-11-08";317,920013;11023900
"2018-11-09";303,470001;13480800
"2018-11-12";294,070007;10924800
"2018-11-13";294,399994;12232200
"2018-11-14";286,730011;16853600
"2018-11-15";290,059998;9967100
"2018-11-16";286,209991;9099500
"2018-11-19";270,600006;12993800
"2018-11-20";266,980011;16693800
"2018-11-21";262,130005;11023000
"2018-11-23";258,820007;5245100
"2018-11-26";261,429993;12498600
"2018-11-27";266,630005;11149500
"2018-11-28";282,649994;14801300
"2018-11-29";288,75;15431500
"2018-11-30";286,130005;11860100
"2018-12-03";290,299988;14117400
"2018-12-04";275,329987;12800600
"2018-12-06";282,880005;13074300
"2018-12-07";265,140015;12466700
"2018-12-10";269,700012;9605600
"2018-12-11";265,320007;9843200
"2018-12-12";274,880005;11456700
"2018-12-13";276,019989;8379300
"2018-12-14";266,839996;9915300
"2018-12-17";262,799988;9634700
"2018-12-18";270,940002;10350100
"2018-12-19";266,769989;13788400
"2018-12-20";260,579987;16792900
"2018-12-21";246,389999;21397600
"2018-12-24";233,880005;9547600
"2018-12-26";253,669998;14402700
"2018-12-27";255,570007;12235200
"2018-12-28";256,079987;10992800
"2018-12-31";267,660004;13508900
"2019-01-02";267,660004;11679500
"2019-01-03";271,200012;14969600
"2019-01-04";297,570007;19330100
"2019-01-07";315,339996;18620100
"2019-01-08";320,269989;15359200
"2019-01-09";319,959991;13343200
"2019-01-10";324,660004;13472500
"2019-01-11";337,589996;19500400
"2019-01-14";332,940002;10499600
"2019-01-15";354,640015;21181200
"2019-01-16";351,390015;15385500
"2019-01-17";353,190002;18871200
"2019-01-18";339,100006;26621000
"2019-01-22";325,160004;17941400
"2019-01-23";321,98999;13480100
"2019-01-24";326,670013;11131600
"2019-01-25";338,049988;11152900
"2019-01-28";335,660004;8652100
"2019-01-29";328,899994;7655200
"2019-01-30";340,660004;9234500
"2019-01-31";339,5;8535500
"2019-02-01";339,850006;9827800
"2019-02-04";351,339996;9051400
"2019-02-05";355,809998;9046600
"2019-02-06";352,190002;6717700
"2019-02-07";344,709991;7864500
"2019-02-08";347,570007;7561400
"2019-02-11";345,730011;5454900
"2019-02-12";359,970001;10429400
"2019-02-13";351,769989;10559100
"2019-02-14";359,070007;9295300
"2019-02-15";356,869995;9230000
"2019-02-19";361,920013;7396600
"2019-02-20";359,910004;8110700
"2019-02-21";356,970001;6227900
"2019-02-22";363,019989;7088200
"2019-02-25";363,910004;7569300
"2019-02-26";364,970001;4944600
"2019-02-27";362,869995;5629900
"2019-02-28";358,100006;6186800
"2019-03-01";357,320007;5526500
"2019-03-04";351,040009;7487000
"2019-03-05";354,299988;5937800
"2019-03-06";359,609985;6211900
"2019-03-07";352,600006;6151300
"2019-03-08";349,600006;6898800
"2019-03-11";358,859985;5387300
"2019-03-12";356,269989;5164600
"2019-03-13";361,209991;6444100
"2019-03-14";358,820007;5271400
"2019-03-15";361,459991;8444500
"2019-03-18";363,440002;7194700
"2019-03-19";358,779999;7541400
"2019-03-20";375,220001;10917200
"2019-03-21";377,869995;8544000
"2019-03-22";361,01001;8661300
"2019-03-25";366,230011;8473800
"2019-03-26";359,970001;7666500
"2019-03-27";353,369995;7852400
"2019-03-28";354,609985;4361000
"2019-03-29";356,559998;4705600
"2019-04-01";366,959991;7036100
"2019-04-02";367,720001;5158700
"2019-04-03";369,75;5368900
"2019-04-04";367,880005;4627300
"2019-04-05";365,48999;3905500
"2019-04-08";361,410004;4653800
"2019-04-09";364,709991;5439200
"2019-04-10";363,920013;4545600
"2019-04-11";367,649994;6526900
"2019-04-12";351,140015;15646200
"2019-04-15";348,869995;8842300
"2019-04-16";359,459991;18740200
"2019-04-17";354,73999;18054100
"2019-04-18";360,350006;8353200
"2019-04-22";377,339996;11980500
"2019-04-23";381,890015;10089800
"2019-04-24";374,230011;6541900
"2019-04-25";368,329987;6255500
"2019-04-26";374,850006;5621900
"2019-04-29";371,829987;3821700
"2019-04-30";370,540009;3870100
"2019-05-01";378,809998;9257300
"2019-05-02";379,059998;5398200
"2019-05-03";385,029999;5130300
"2019-05-06";378,670013;5793100
"2019-05-07";370,459991;6974900
"2019-05-08";364,369995;6572000
"2019-05-09";362,75;5882600
"2019-05-10";361,040009;5657100
"2019-05-13";345,26001;8026700
"2019-05-14";345,609985;5353000
"2019-05-15";354,98999;6340100
"2019-05-16";359,309998;6441500
"2019-05-17";354,450012;4725400
"2019-05-20";348,109985;4621500
"2019-05-21";354,269989;4026400
"2019-05-22";359,730011;6229400
"2019-05-23";352,209991;5630400
"2019-05-24";354,390015;3831000
"2019-05-28";355,059998;4717100
"2019-05-29";349,190002;5658900
"2019-05-30";351,850006;4008000
"2019-05-31";343,279999;5023400
"2019-06-03";336,630005;7849600
"2019-06-04";353,399994;7891600
"2019-06-05";355,730011;5020100
"2019-06-06";357,130005;3710000
"2019-06-07";360,869995;4777300
"2019-06-10";352,01001;7810300
"2019-06-11";351,269989;5396700
"2019-06-12";345,559998;4584700
"2019-06-13";343,429993;6209300
"2019-06-14";339,730011;5019000
"2019-06-17";350,619995;5358200
"2019-06-18";357,119995;5428500
"2019-06-19";363,519989;5667200
"2019-06-20";365,209991;5899500
"2019-06-21";369,209991;7448400
"2019-06-24";371,040009;4830200
"2019-06-25";360,299988;5750400
"2019-06-26";362,200012;3669700
"2019-06-27";370,019989;4138600
"2019-06-28";367,320007;4592700
"2019-07-01";374,600006;4992600
"2019-07-02";375,429993;3625000
"2019-07-03";381,720001;3799000
"2019-07-05";380,549988;3732200
"2019-07-08";376,160004;3113400
"2019-07-09";379,929993;6932800
"2019-07-10";381;5878800
"2019-07-11";379,5;4336300
"2019-07-12";373,25;6636900
"2019-07-15";366,600006;7944700
"2019-07-16";365,98999;5863200
"2019-07-17";362,440002;13639500
"2019-07-18";325,209991;31287100
"2019-07-19";315,100006;16302500
"2019-07-22";310,619995;17718000
"2019-07-23";307,299988;9171100
"2019-07-24";317,940002;11961800
"2019-07-25";326,459991;10798500
"2019-07-26";335,779999;10847500
"2019-07-29";332,700012;5782800
"2019-07-30";325,929993;6029300
"2019-07-31";322,98999;6259500
"2019-08-01";319,5;6563200
"2019-08-02";318,829987;6280300
"2019-08-05";307,630005;8692500
"2019-08-06";310,100006;6179100
"2019-08-07";304,290009;9322400
"2019-08-08";315,899994;5905900
"2019-08-09";308,929993;5349100
"2019-08-12";310,829987;6531700
"2019-08-13";312,279999;5289400
"2019-08-14";299,109985;7355800
"2019-08-15";295,76001;9629200
"2019-08-16";302,799988;6905800
"2019-08-19";309,380005;4942200
"2019-08-20";298,98999;7349900
"2019-08-21";297,809998;5685400
"2019-08-22";296,929993;4974200
"2019-08-23";291,440002;6324900
"2019-08-26";294,980011;4695700
"2019-08-27";291,029999;6309400
"2019-08-28";291,769989;3955700
"2019-08-29";296,779999;4388500
"2019-08-30";293,75;4446400
"2019-09-03";289,290009;3682800
"2019-09-04";291,519989;4652500
"2019-09-05";293,25;8966800
"2019-09-06";290,170013;5166600
"2019-09-09";294,339996;8232700
"2019-09-10";287,98999;12320200
"2019-09-11";288,269989;7405900
"2019-09-12";288,859985;5010900
"2019-09-13";294,149994;6583100
"2019-09-16";294,290009;5307400
"2019-09-17";298,600006;4777100
"2019-09-18";291,559998;7811100
"2019-09-19";286,600006;8461300
"2019-09-20";270,75;23832800
"2019-09-23";265,920013;13478600
"2019-09-24";254,589996;16338200
"2019-09-25";264,75;11643800
"2019-09-26";263,309998;7684000
"2019-09-27";263,079987;7328300
"2019-09-30";267,619995;6727200
"2019-10-01";269,579987;8650300
"2019-10-02";268,029999;7659100
"2019-10-03";268,149994;8951000
"2019-10-04";272,790009;9890400
"2019-10-07";274,459991;6525600
"2019-10-08";270,720001;6276400
"2019-10-09";267,529999;6794400
"2019-10-10";280,480011;10809100
"2019-10-11";282,929993;8786100
"2019-10-14";285,529999;5513200
"2019-10-15";284,25;7685600
"2019-10-16";286,279999;16175900
"2019-10-17";293,350006;38258900
"2019-10-18";275,299988;23429900
"2019-10-21";278,049988;12599200
"2019-10-22";266,690002;11802400
"2019-10-23";271,269989;7133500
"2019-10-24";271,5;4827400
"2019-10-25";276,820007;4747800
"2019-10-28";281,859985;6248400
"2019-10-29";281,209991;4356200
"2019-10-30";291,450012;9345600
"2019-10-31";287,410004;5090000
"2019-11-01";286,809998;5594300
"2019-11-04";292,859985;5566200
"2019-11-05";288,029999;4062400
"2019-11-06";288,589996;3438300
"2019-11-07";289,570007;5928500
"2019-11-08";291,570007;4509000
"2019-11-11";294,179993;3944300
"2019-11-12";292,01001;5772800
"2019-11-13";283,109985;9158900
"2019-11-14";289,619995;6529000
"2019-11-15";295,029999;6333800
"2019-11-18";302,570007;8616600
"2019-11-19";302,600006;5918000
"2019-11-20";305,160004;5111800
"2019-11-21";311,690002;7488400
"2019-11-22";310,480011;5970100
"2019-11-25";315,549988;7873900
"2019-11-26";312,48999;5321000
"2019-11-27";315,929993;4096900
"2019-11-29";314,660004;2411700
"2019-12-02";309,98999;6218800
"2019-12-03";306,160004;4992800
"2019-12-04";304,320007;3512100
"2019-12-05";302,859985;4615500
"2019-12-06";307,350006;4457800
"2019-12-09";302,5;5748400
"2019-12-10";293,119995;10476100
"2019-12-11";298,929993;5589800
"2019-12-12";298,440002;4766600
"2019-12-13";298,5;3879700
"2019-12-16";304,209991;4658900
"2019-12-17";315,480011;10427100
"2019-12-18";320,799988;11207400
"2019-12-19";332,220001;9822300
"2019-12-20";336,899994;9914900
"2019-12-23";333,100006;5765300
"2019-12-24";333,200012;2019300
"2019-12-26";332,630005;3589900
"2019-12-27";329,089996;5036100
"2019-12-30";323,309998;4311500
"2019-12-31";323,570007;3713300
"2020-01-02";329,809998;4485800
"2020-01-03";325,899994;3806900
"2020-01-06";335,829987;5663100
"2020-01-07";330,75;4703200
"2020-01-08";339,26001;7104500
"2020-01-09";335,660004;4709300
"2020-01-10";329,049988;4718300
"2020-01-13";338,920013;6290000
"2020-01-14";338,690002;7199400
"2020-01-15";339,070007;5158000
"2020-01-16";338,619995;5016000
"2020-01-17";339,670013;6066500
"2020-01-21";338,109985;14350300
"2020-01-22";326;21730000
"2020-01-23";349,600006;18200300
"2020-01-24";353,160004;17939700
"2020-01-27";342,880005;7709500
"2020-01-28";348,519989;6821600
"2020-01-29";343,160004;7643500
"2020-01-30";347,73999;5328100
"2020-01-31";345,089996;5230000
"2020-02-03";358;6674900
"2020-02-04";369,01001;7161500
"2020-02-05";369,670013;6437000
"2020-02-06";366,950012;3920400
"2020-02-07";366,769989;4385200
"2020-02-10";371,070007;5294100
"2020-02-11";373,690002;4772900
"2020-02-12";380,01001;4624800
"2020-02-13";381,399994;4485400
"2020-02-14";380,399994;3736300
"2020-02-18";387,779999;5173900
"2020-02-19";386,190002;4896400
"2020-02-20";386;4079400
